Each Fragility and damage state and the quantity of items damaged building wide
Analysis,Fragility,DS,Information,Real 1,Real 2,Real 3,Real 4,Real 5,Real 6,Real 7,Real 8,Real 9,Real 10,Real 11,Real 12,Real 13,Real 14,Real 15,Real 16,Real 17,Real 18,Real 19,Real 20,Real 21,Real 22,Real 23,Real 24,Real 25,Real 26,Real 27,Real 28,Real 29,Real 30,Real 31,Real 32,Real 33,Real 34,Real 35,Real 36,Real 37,Real 38,Real 39,Real 40,Real 41,Real 42,Real 43,Real 44,Real 45,Real 46,Real 47,Real 48,Real 49,Real 50
1,B1031.001,2,Fraction Needed,0.289625758807802,0.245628795501334,0.379152397396671,0.17007802011911,0.323294146496905,0.126044926797669,0.29929398865602,0.189057085524974,0.363697115860473,0.177571777648143,0.356351389031904,0.170061356941343,0.172999462756384,0.171196804715349,0.171619194910015,0.144951906266316,0.28177883632296,0.207688819424937,0.154173695971873,0.149966068431872,0.176386724457482,0.224161806338789,0.130762959329244,0.180376038820912,0.186056877119728,0.337999831734977,0.129993385130937,0.25095023233232,0.20158641910554,0.132704755085515,0.254928168308107,0.0973181650101617,0.205589892190844,0.308725840742523,0.313429470705088,0.105877751651025,0.125753063303947,0.257331643405904,0.262865747339233,0.351216750434184,0.394225653404372,0.334397182165111,0.510628483345976,0.28991882342339,0.183157331385355,0.391757354389841,0.101791723154023,0.167870854088651,0.147077273000885,0.15606705888156
1,B1031.001,2,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1031.001,3,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1031.001,3,Fraction Needed,0.0872249190861628,0.183593482298745,0.0473630240480586,0.312932360075526,0.0524162880687713,0.0804234701835336,0.104913109234875,0.0677801081250205,0.113616030811204,0.149522544241335,0.104331843814402,0.0621456001860013,0.0823601141987953,0.27171109098963,0.0743738600387894,0.196925945074838,0.141991166602857,0.109988960630014,0.0754437450821719,0.130067423418032,0.0782441998407995,0.100062024506945,0.171399561980379,0.123029458043899,0.0528329844854386,0.106644843089392,0.0341745434489312,0.0567728459522162,0.0548695311616402,0.106538827741766,0.0422004536040837,0.167295100991586,0.117365661902319,0.085915437150141,0.0537917695004753,0.0644496445744719,0.137839871971877,0.0906166342243596,0.0809662436241963,0.0557131948827781,0.131655697729466,0.179772897313278,0.0665148908611173,0.175599548209551,0.0717365451913476,0.145239697190951,0.122406525913263,0.0939587248494577,0.100069892109942,0.0577524731133228
1,B1031.001,3,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1,B1035.022,-,Total in Building,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
1,B1035.022,-,Caused Unsafe Placard,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,B1035.022,1,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1035.022,1,Fraction Needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1035.022,1,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1035.022,2,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1035.022,2,Fraction Needed,1,0.70586043073479,0.346877003841015,0.46430802240916,0.384034702112653,0.555565917908872,0.383461827088944,0.14710721817952,0.464225829632197,0.486392400940434,0.57290277082587,0.496032478386298,0.276177288035864,0.758001994655662,0.262961618528756,0.629458967007606,0.237214188071465,0.711027633757874,0.933520928715485,0.876733976116316,0.328492066816862,0.680481526646644,0.431951759744722,0.476378476327683,0.249905726302863,0.873567341368506,0.440693286048272,0.136528835780286,0.545280405366237,0.38154068184214,0.439846324830422,0.171515565619431,1,0.608659311022587,0.31971847183884,0.637391981916595,0.268391342467781,0.341035441338189,1,0.794713105936808,0.472199205521528,0.261674205157143,0.36001741440272,0.439156053138619,0.480940679842447,0.594195041809484,0.242389611738317,0.35765086188495,0.329078820313466,0.575649856352785
1,B1035.022,2,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1035.022,3,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1035.022,3,Fraction Needed,0.639628125513803,0.470696734302995,0.386372508105587,0.448810691641771,0.377532992918814,0.660233137474445,0.562061683686489,0.315772988356333,0.771377511809395,0.594434547663929,0.716857075282021,0.359810457998404,0.416808300213959,0.731738170741333,0.270629316783496,0.44196508246739,0.243143432324869,0.531919301942318,0.361927476251667,0.361937525350514,0.348345964483795,0.609225849992955,0.578149508079741,0.765795635350451,0.219599415227007,0.76212948207063,0.73630165482824,0.584011354714087,0.557007735874147,0.253361044134466,0.315820484278363,0.528905783911497,0.4239435297392,1,0.388003647684007,0.445172949158652,0.731844083640854,0.562150262206099,1,0.358027516133763,0.462042628640935,0.26081497476183,0.576064890933863,0.767190679793668,0.357934996538174,0.420665866932812,0.488119099838967,0.253296349910228,0.425018587982353,0.258304453341483
1,B1035.022,3,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1,B1035.032,-,Total in Building,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144
1,B1035.032,-,Caused Unsafe Placard,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,B1035.032,1,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1035.032,1,Fraction Needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1035.032,1,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1035.032,2,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1035.032,2,Fraction Needed,0.864220891723504,0.381045174322435,0.743236608598604,0.438597890807243,1,1,1,0.45724520999291,1,0.628221294268064,0.632654825985771,0.567844388674156,0.462321110442254,0.436622539796282,0.817103940908641,0.662954961683925,0.594928277319905,0.7657526446284,0.749525973294188,1,0.301890772427945,0.65638484584166,0.764190668425728,0.417050922045499,1,0.182873007075637,0.608531557768244,0.196167755702879,0.701424886957821,0.213610108257235,0.585516268647801,0.312739474838834,0.336238761880645,0.65666582248515,0.476164302497674,0.339174103075875,0.488505773086758,0.971525407089499,0.449628237395933,0.483275783939746,0.840554303449984,0.405450073120805,0.36064057017982,0.410037663489146,0.57303761744939,0.53843537145778,0.538463272845997,0.451609291477876,1,0.415534290755397
1,B1035.032,2,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1035.032,3,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1035.032,3,Fraction Needed,1,1,0.402761214750464,0.550134092266502,0.455025172170822,0.769589834272255,0.522078484582664,0.400286783441896,1,0.345762821169308,0.401945926578533,0.243816496355671,0.520881434751644,1,0.855368697998086,0.524617361166849,0.866891624785707,0.185677625468658,0.471737448998886,1,0.829254220151439,0.238104454967365,0.451902308545023,0.270229659721335,0.760830235705801,0.42606146660245,0.958979540024167,0.397417567703241,0.194698276373144,0.190655850283659,0.364038667000859,0.913990455233576,0.583958807143611,0.454045914800991,0.171356553726383,0.441014483293873,0.698677910946345,0.560126421342259,0.496996388144229,0.450830438379492,0.666596158154563,0.474390171666801,1,0.158411912351168,0.906591209891965,0.387090752816473,0.510232465315758,1,0.579563393443556,0.388184575987851
1,B1035.032,3,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1,B2022.001,-,Total in Building,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050
1,B2022.001,-,Caused Unsafe Placard,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,B2022.001,1,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B2022.001,1,Fraction Needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B2022.001,1,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B2022.001,2,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B2022.001,2,Fraction Needed,1,1,1,0.331467095079162,0.72371972326233,1,1,0.488001269452033,0.541475266948431,1,1,1,0.510564340709311,0.847561830246135,0.979239962108213,1,1,1,0.665248226385306,0.581175511994886,0.720786972584491,0.629090633686639,0.998272256722189,1,1,1,0.819852413432987,1,0.97901915146556,1,0.505600420977534,1,1,1,1,0.90557494811266,0.85101121524943,0.431312432482482,0.923101741378773,0.639168931341304,0.715525073043623,1,1,1,1,0.843498291321871,1,0.346035615451186,0.418793827836397,1
1,B2022.001,2,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1,B3011.011,-,Total in Building,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549
1,B3011.011,-,Caused Unsafe Placard,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,B3011.011,1,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B3011.011,1,Fraction Needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B3011.011,1,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B3011.011,2,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B3011.011,2,Fraction Needed,0.933479065114622,0.46152843314947,0.40054864479551,1,0.832755473603123,0.308017054536968,0.610980181178875,0.912297901468175,0.447583791073878,0.490478465328554,0.272996748597953,0.289831827881396,0.785103407036124,0.550747417694441,1,0.461816336860197,1,0.601972886384594,0.337614182965899,0.644159843565728,1,0.537793840524358,0.358457990867304,0.431345139399265,0.726168277275643,0.402089634512975,0.621069304234736,0.28866703795614,0.196527109555389,0.572777098643992,0.684126098241578,0.601034406685141,0.890035518643798,0.556070018503361,0.667705533444262,0.378688392573393,0.693658156457202,0.712567237142706,0.504921762221834,0.941614132007618,0.521071083089627,0.309384037099007,0.403724666642308,0.418948765506962,0.598628897326411,0.207690206416207,0.471495182479963,0.463621136571045,0.267926893763357,0.179363226483966
1,B3011.011,2,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1,B1031.021b,-,Total in Building,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
1,B1031.021b,-,Caused Unsafe Placard,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,B1031.021b,1/0,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1031.021b,1/0,Fraction Needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1031.021b,1/0,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1031.021b,1/1,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1031.021b,1/1,Fraction Needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1031.021b,1/1,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1031.021b,2,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1031.021b,2,Fraction Needed,0.0100336078304053,0.0177082402981133,0.0182640418359179,0.0185200122094288,0.0213572057941576,0.04075051012249,0.0102058647858277,0.0193425107677181,0.0294449282104822,0.0148965158322607,0.0201430076747859,0.0119756524400842,0.0272177226859204,0.0222098275865263,0.0326395846493838,0.0208773219394013,0.012554612974252,0.0174803646588718,0.0140308892811243,0.0219737874840748,0.0131822287926696,0.0167873907948019,0.019984320827445,0.0157512502892595,0.00885613808305896,0.00865004034414484,0.0259050715662394,0.0259000708015046,0.0309920181606621,0.0343532751561186,0.0158387424640657,0.0417117366217195,0.0183210713803652,0.00841982246049411,0.0427928891360454,0.00563622749172222,0.0249730812600455,0.0351669917443167,0.0158207244824448,0.0522273140291981,0.0160626756481564,0.0226184264788811,0.0309562720415191,0.0124074225080606,0.0378669695427361,0.00747350402179283,0.0104578292192994,0.00975587562598008,0.0468075793924209,0.0201279395390227
1,B1031.021b,2,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0


2,-,-,Has Unsafe Placard,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,-,-,Collapse,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,-,-,Residual Drift,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False

2,B1031.001,-,Total in Building,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
2,B1031.001,-,Caused Unsafe Placard,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,B1031.001,1/0,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B1031.001,1/0,Fraction Needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B1031.001,1/0,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B1031.001,1/1,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B1031.001,1/1,Fraction Needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B1031.001,1/1,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B1031.001,2,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B1031.001,2,Fraction Needed,0.22142328607083,0.202203625505186,0.192636905531355,0.182165661998955,0.143740570992728,0.455165444827671,0.0936743247860374,0.251946270479168,0.248049149226565,0.120831683984491,0.135928054436682,0.216092755089385,0.142894141645309,0.153037846989041,0.366848595618003,0.122094828704419,0.430664124920426,0.307761168381157,0.171540592247601,0.249792510642901,0.198468919151859,0.420451308390059,0.472478158702471,0.209664210083099,0.411361708870862,0.233988078192068,0.214145452574477,0.323001881827936,0.242031247759611,0.141134479193947,0.12792186425527,0.0941213035790347,0.244431401192523,0.225674228962403,0.159719364016744,0.272574830538752,0.222439795765008,0.385379819550601,0.278041352038406,0.121743920950268,0.268508770603065,0.142136247789845,0.136485346327315,0.233207809802006,0.216682578422426,0.481932334022273,0.101014221730001,0.234341790775673,0.2140521077026,0.144312645883044
2,B1031.001,2,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B1031.001,3,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,B1031.001,3,Fraction Needed,0.0420219905177395,0.145439955052621,0.0453850288227343,0.122453521289166,0.175664003388372,0.0460519265988534,0.0388338657526655,0.0902661830589389,0.172218419022918,0.127822864145984,0.130807402073472,0.125218201283532,0.136264292831458,0.0732273955436516,0.0780347045714584,0.0701065620418963,0.0948698387831863,0.214012460810434,0.122837603574628,0.147594907471512,0.163143513731758,0.0749138493682569,0.127903475005145,0.0273050812981918,0.0640663118924007,0.106561726054481,0.10105165835268,0.100644946146322,0.0518498350344774,0.341280424452035,0.160430229517544,0.096446142654392,0.0500664112581264,0.100011187539169,0.0619140361870113,0.122364941224718,0.0972997270311268,0.109472763432887,0.0977154660383911,0.114129612079246,0.147560092371283,0.0945830395864209,0.179536224270402,0.0722271365612256,0.14580646286463,0.08131277702619,0.0722605783064389,0.0826329349227424,0.109296222424268,0.096662176919444
2,B1031.001,3,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2,B1035.022,-,Total in Building,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
2,B1035.022,-,Caused Unsafe Placard,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,B1035.022,1,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
