Each Fragility and damage state and the quantity of items damaged building wide
Analysis,Fragility,DS,Information,Real 1
5,B1031.011b,1/1,Fraction Damaged,0
5,B1031.011b,2,Number in DS,0
5,B1031.011b,2,Fraction Needed,0.238386581604591
5,B1031.011b,2,Fraction Damaged,0
5,B1031.011b,3,Number in DS,0
5,B1031.011b,3,Fraction Needed,0.0481601931955193
5,B1031.011b,3,Fraction Damaged,0

5,B1035.022,-,Total in Building,24
5,B1035.022,-,Caused Unsafe Placard,False
5,B1035.022,1,Number in DS,0
5,B1035.022,1,Fraction Needed,0
5,B1035.022,1,Fraction Damaged,0
5,B1035.022,2,Number in DS,0
5,B1035.022,2,Fraction Needed,0.309417116790689
5,B1035.022,2,Fraction Damaged,0
5,B1035.022,3,Number in DS,0
5,B1035.022,3,Fraction Needed,0.287411651900857
5,B1035.022,3,Fraction Damaged,0

5,B1035.032,-,Total in Building,24
5,B1035.032,-,Caused Unsafe Placard,False
5,B1035.032,1,Number in DS,0
5,B1035.032,1,Fraction Needed,0
5,B1035.032,1,Fraction Damaged,0
5,B1035.032,2,Number in DS,0
5,B1035.032,2,Fraction Needed,0.44934558164262
5,B1035.032,2,Fraction Damaged,0
5,B1035.032,3,Number in DS,0
5,B1035.032,3,Fraction Needed,0.137410274226238
5,B1035.032,3,Fraction Damaged,0

5,B2022.001,-,Total in Building,864
5,B2022.001,-,Caused Unsafe Placard,False
5,B2022.001,1,Number in DS,0
5,B2022.001,1,Fraction Needed,0
5,B2022.001,1,Fraction Damaged,0
5,B2022.001,2,Number in DS,0
5,B2022.001,2,Fraction Needed,0.806233690111478
5,B2022.001,2,Fraction Damaged,0

5,B3011.011,-,Total in Building,117
5,B3011.011,-,Caused Unsafe Placard,False
5,B3011.011,1,Number in DS,0
5,B3011.011,1,Fraction Needed,0
5,B3011.011,1,Fraction Damaged,0
5,B3011.011,2,Number in DS,17
5,B3011.011,2,Fraction Needed,0.248987601406577
5,B3011.011,2,Fraction Damaged,0.145299145299145


6,-,-,Has Unsafe Placard,False
6,-,-,Collapse,False
6,-,-,Residual Drift,False

6,B1031.011b,-,Total in Building,16
6,B1031.011b,-,Caused Unsafe Placard,False
6,B1031.011b,1/0,Number in DS,0
6,B1031.011b,1/0,Fraction Needed,0
6,B1031.011b,1/0,Fraction Damaged,0
6,B1031.011b,1/1,Number in DS,0
6,B1031.011b,1/1,Fraction Needed,0
6,B1031.011b,1/1,Fraction Damaged,0
6,B1031.011b,2,Number in DS,0
6,B1031.011b,2,Fraction Needed,0.314375738826671
6,B1031.011b,2,Fraction Damaged,0
6,B1031.011b,3,Number in DS,0
6,B1031.011b,3,Fraction Needed,0.0677422738897471
6,B1031.011b,3,Fraction Damaged,0

6,B1035.022,-,Total in Building,24
6,B1035.022,-,Caused Unsafe Placard,False
6,B1035.022,1,Number in DS,0
6,B1035.022,1,Fraction Needed,0
6,B1035.022,1,Fraction Damaged,0
6,B1035.022,2,Number in DS,0
6,B1035.022,2,Fraction Needed,0.877219134825894
6,B1035.022,2,Fraction Damaged,0
6,B1035.022,3,Number in DS,0
6,B1035.022,3,Fraction Needed,1
6,B1035.022,3,Fraction Damaged,0

6,B1035.032,-,Total in Building,24
6,B1035.032,-,Caused Unsafe Placard,False
6,B1035.032,1,Number in DS,0
6,B1035.032,1,Fraction Needed,0
6,B1035.032,1,Fraction Damaged,0
6,B1035.032,2,Number in DS,0
6,B1035.032,2,Fraction Needed,0.226894031109537
6,B1035.032,2,Fraction Damaged,0
6,B1035.032,3,Number in DS,0
6,B1035.032,3,Fraction Needed,0.458225993620993
6,B1035.032,3,Fraction Damaged,0

6,B2022.001,-,Total in Building,864
6,B2022.001,-,Caused Unsafe Placard,False
6,B2022.001,1,Number in DS,0
6,B2022.001,1,Fraction Needed,0
6,B2022.001,1,Fraction Damaged,0
6,B2022.001,2,Number in DS,0
6,B2022.001,2,Fraction Needed,1
6,B2022.001,2,Fraction Damaged,0

6,B3011.011,-,Total in Building,117
6,B3011.011,-,Caused Unsafe Placard,False
6,B3011.011,1,Number in DS,0
6,B3011.011,1,Fraction Needed,0
6,B3011.011,1,Fraction Damaged,0
6,B3011.011,2,Number in DS,28
6,B3011.011,2,Fraction Needed,0.442813659645508
6,B3011.011,2,Fraction Damaged,0.239316239316239


7,-,-,Has Unsafe Placard,False
7,-,-,Collapse,False
7,-,-,Residual Drift,False

7,B1031.011b,-,Total in Building,16
7,B1031.011b,-,Caused Unsafe Placard,False
7,B1031.011b,1/0,Number in DS,0
7,B1031.011b,1/0,Fraction Needed,0
7,B1031.011b,1/0,Fraction Damaged,0
7,B1031.011b,1/1,Number in DS,0
7,B1031.011b,1/1,Fraction Needed,0
7,B1031.011b,1/1,Fraction Damaged,0
7,B1031.011b,2,Number in DS,0
7,B1031.011b,2,Fraction Needed,0.175800479830443
7,B1031.011b,2,Fraction Damaged,0
7,B1031.011b,3,Number in DS,0
7,B1031.011b,3,Fraction Needed,0.083401535672156
7,B1031.011b,3,Fraction Damaged,0

7,B1035.022,-,Total in Building,24
7,B1035.022,-,Caused Unsafe Placard,False
7,B1035.022,1,Number in DS,0
7,B1035.022,1,Fraction Needed,0
7,B1035.022,1,Fraction Damaged,0
7,B1035.022,2,Number in DS,0
7,B1035.022,2,Fraction Needed,0.585247014613814
7,B1035.022,2,Fraction Damaged,0
7,B1035.022,3,Number in DS,0
7,B1035.022,3,Fraction Needed,0.655650571647026
7,B1035.022,3,Fraction Damaged,0

7,B1035.032,-,Total in Building,24
7,B1035.032,-,Caused Unsafe Placard,False
7,B1035.032,1,Number in DS,0
7,B1035.032,1,Fraction Needed,0
7,B1035.032,1,Fraction Damaged,0
7,B1035.032,2,Number in DS,0
7,B1035.032,2,Fraction Needed,0.326282427777935
7,B1035.032,2,Fraction Damaged,0
7,B1035.032,3,Number in DS,0
7,B1035.032,3,Fraction Needed,0.861725555931902
7,B1035.032,3,Fraction Damaged,0

7,B2022.001,-,Total in Building,864
7,B2022.001,-,Caused Unsafe Placard,False
7,B2022.001,1,Number in DS,0
7,B2022.001,1,Fraction Needed,0
7,B2022.001,1,Fraction Damaged,0
7,B2022.001,2,Number in DS,0
7,B2022.001,2,Fraction Needed,1
7,B2022.001,2,Fraction Damaged,0

7,B3011.011,-,Total in Building,117
7,B3011.011,-,Caused Unsafe Placard,False
7,B3011.011,1,Number in DS,0
7,B3011.011,1,Fraction Needed,0
7,B3011.011,1,Fraction Damaged,0
7,B3011.011,2,Number in DS,0
7,B3011.011,2,Fraction Needed,0.21438622633131
7,B3011.011,2,Fraction Damaged,0


8,-,-,Has Unsafe Placard,False
8,-,-,Collapse,False
8,-,-,Residual Drift,False

8,B1031.011b,-,Total in Building,16
8,B1031.011b,-,Caused Unsafe Placard,False
8,B1031.011b,1/0,Number in DS,0
8,B1031.011b,1/0,Fraction Needed,0
8,B1031.011b,1/0,Fraction Damaged,0
8,B1031.011b,1/1,Number in DS,0
8,B1031.011b,1/1,Fraction Needed,0
8,B1031.011b,1/1,Fraction Damaged,0
8,B1031.011b,2,Number in DS,0
8,B1031.011b,2,Fraction Needed,0.327860837095958
8,B1031.011b,2,Fraction Damaged,0
8,B1031.011b,3,Number in DS,0
8,B1031.011b,3,Fraction Needed,0.0940079614058146
8,B1031.011b,3,Fraction Damaged,0

8,B1035.022,-,Total in Building,24
8,B1035.022,-,Caused Unsafe Placard,False
8,B1035.022,1,Number in DS,0
8,B1035.022,1,Fraction Needed,0
8,B1035.022,1,Fraction Damaged,0
8,B1035.022,2,Number in DS,0
8,B1035.022,2,Fraction Needed,0.279310502631243
8,B1035.022,2,Fraction Damaged,0
8,B1035.022,3,Number in DS,0
8,B1035.022,3,Fraction Needed,0.826076480026678
8,B1035.022,3,Fraction Damaged,0

8,B1035.032,-,Total in Building,24
8,B1035.032,-,Caused Unsafe Placard,False
8,B1035.032,1,Number in DS,0
8,B1035.032,1,Fraction Needed,0
8,B1035.032,1,Fraction Damaged,0
8,B1035.032,2,Number in DS,0
8,B1035.032,2,Fraction Needed,1
8,B1035.032,2,Fraction Damaged,0
8,B1035.032,3,Number in DS,0
8,B1035.032,3,Fraction Needed,1
8,B1035.032,3,Fraction Damaged,0

8,B2022.001,-,Total in Building,864
8,B2022.001,-,Caused Unsafe Placard,False
8,B2022.001,1,Number in DS,0
8,B2022.001,1,Fraction Needed,0
8,B2022.001,1,Fraction Damaged,0
8,B2022.001,2,Number in DS,0
8,B2022.001,2,Fraction Needed,0.697624245209649
8,B2022.001,2,Fraction Damaged,0

8,B3011.011,-,Total in Building,117
8,B3011.011,-,Caused Unsafe Placard,False
8,B3011.011,1,Number in DS,0
8,B3011.011,1,Fraction Needed,0
8,B3011.011,1,Fraction Damaged,0
8,B3011.011,2,Number in DS,0
8,B3011.011,2,Fraction Needed,0.246160148448546
8,B3011.011,2,Fraction Damaged,0


9,-,-,Has Unsafe Placard,False
9,-,-,Collapse,False
9,-,-,Residual Drift,False

9,B1031.011b,-,Total in Building,16
9,B1031.011b,-,Caused Unsafe Placard,False
9,B1031.011b,1/0,Number in DS,0
9,B1031.011b,1/0,Fraction Needed,0
9,B1031.011b,1/0,Fraction Damaged,0
9,B1031.011b,1/1,Number in DS,0
9,B1031.011b,1/1,Fraction Needed,0
9,B1031.011b,1/1,Fraction Damaged,0
9,B1031.011b,2,Number in DS,0
9,B1031.011b,2,Fraction Needed,0.562469202107826
9,B1031.011b,2,Fraction Damaged,0
9,B1031.011b,3,Number in DS,0
9,B1031.011b,3,Fraction Needed,0.143453806330922
9,B1031.011b,3,Fraction Damaged,0

9,B1035.022,-,Total in Building,24
9,B1035.022,-,Caused Unsafe Placard,False
9,B1035.022,1,Number in DS,0
9,B1035.022,1,Fraction Needed,0
9,B1035.022,1,Fraction Damaged,0
9,B1035.022,2,Number in DS,0
9,B1035.022,2,Fraction Needed,0.923556520865414
9,B1035.022,2,Fraction Damaged,0
9,B1035.022,3,Number in DS,0
9,B1035.022,3,Fraction Needed,0.667245375780392
9,B1035.022,3,Fraction Damaged,0

9,B1035.032,-,Total in Building,24
9,B1035.032,-,Caused Unsafe Placard,False
9,B1035.032,1,Number in DS,0
9,B1035.032,1,Fraction Needed,0
9,B1035.032,1,Fraction Damaged,0
9,B1035.032,2,Number in DS,0
9,B1035.032,2,Fraction Needed,0.608683805397235
9,B1035.032,2,Fraction Damaged,0
9,B1035.032,3,Number in DS,0
9,B1035.032,3,Fraction Needed,0.342341301037542
9,B1035.032,3,Fraction Damaged,0

9,B2022.001,-,Total in Building,864
9,B2022.001,-,Caused Unsafe Placard,False
9,B2022.001,1,Number in DS,0
9,B2022.001,1,Fraction Needed,0
9,B2022.001,1,Fraction Damaged,0
9,B2022.001,2,Number in DS,0
9,B2022.001,2,Fraction Needed,1
9,B2022.001,2,Fraction Damaged,0

9,B3011.011,-,Total in Building,117
9,B3011.011,-,Caused Unsafe Placard,False
9,B3011.011,1,Number in DS,0
9,B3011.011,1,Fraction Needed,0
9,B3011.011,1,Fraction Damaged,0
9,B3011.011,2,Number in DS,7
9,B3011.011,2,Fraction Needed,0.455878849907244
9,B3011.011,2,Fraction Damaged,0.0598290598290598


10,-,-,Has Unsafe Placard,False
10,-,-,Collapse,False
10,-,-,Residual Drift,False

10,B1031.011b,-,Total in Building,16
10,B1031.011b,-,Caused Unsafe Placard,False
10,B1031.011b,1/0,Number in DS,0
10,B1031.011b,1/0,Fraction Needed,0
10,B1031.011b,1/0,Fraction Damaged,0
10,B1031.011b,1/1,Number in DS,0
10,B1031.011b,1/1,Fraction Needed,0
10,B1031.011b,1/1,Fraction Damaged,0
10,B1031.011b,2,Number in DS,0
10,B1031.011b,2,Fraction Needed,0.189041737601508
10,B1031.011b,2,Fraction Damaged,0
10,B1031.011b,3,Number in DS,0
10,B1031.011b,3,Fraction Needed,0.34984618433158
10,B1031.011b,3,Fraction Damaged,0

10,B1035.022,-,Total in Building,24
10,B1035.022,-,Caused Unsafe Placard,False
10,B1035.022,1,Number in DS,0
10,B1035.022,1,Fraction Needed,0
10,B1035.022,1,Fraction Damaged,0
10,B1035.022,2,Number in DS,0
10,B1035.022,2,Fraction Needed,0.420285964703347
10,B1035.022,2,Fraction Damaged,0
10,B1035.022,3,Number in DS,0
10,B1035.022,3,Fraction Needed,0.438403906069394
10,B1035.022,3,Fraction Damaged,0

10,B1035.032,-,Total in Building,24
10,B1035.032,-,Caused Unsafe Placard,False
10,B1035.032,1,Number in DS,0
10,B1035.032,1,Fraction Needed,0
10,B1035.032,1,Fraction Damaged,0
10,B1035.032,2,Number in DS,0
10,B1035.032,2,Fraction Needed,0.721185786490877
10,B1035.032,2,Fraction Damaged,0
10,B1035.032,3,Number in DS,0
10,B1035.032,3,Fraction Needed,0.24250591006011
10,B1035.032,3,Fraction Damaged,0

10,B2022.001,-,Total in Building,864
10,B2022.001,-,Caused Unsafe Placard,False
10,B2022.001,1,Number in DS,0
10,B2022.001,1,Fraction Needed,0
10,B2022.001,1,Fraction Damaged,0
10,B2022.001,2,Number in DS,0
10,B2022.001,2,Fraction Needed,0.563304928112546
10,B2022.001,2,Fraction Damaged,0

10,B3011.011,-,Total in Building,117
10,B3011.011,-,Caused Unsafe Placard,False
10,B3011.011,1,Number in DS,0
10,B3011.011,1,Fraction Needed,0
10,B3011.011,1,Fraction Damaged,0
10,B3011.011,2,Number in DS,21
10,B3011.011,2,Fraction Needed,0.95894674815267
10,B3011.011,2,Fraction Damaged,0.179487179487179


11,-,-,Has Unsafe Placard,False
11,-,-,Collapse,False
11,-,-,Residual Drift,False

11,B1031.011b,-,Total in Building,16
11,B1031.011b,-,Caused Unsafe Placard,False
11,B1031.011b,1/0,Number in DS,0
11,B1031.011b,1/0,Fraction Needed,0
11,B1031.011b,1/0,Fraction Damaged,0
11,B1031.011b,1/1,Number in DS,0
11,B1031.011b,1/1,Fraction Needed,0
11,B1031.011b,1/1,Fraction Damaged,0
11,B1031.011b,2,Number in DS,0
11,B1031.011b,2,Fraction Needed,0.349056786304854
11,B1031.011b,2,Fraction Damaged,0
11,B1031.011b,3,Number in DS,0
11,B1031.011b,3,Fraction Needed,0.109852845563668
11,B1031.011b,3,Fraction Damaged,0

11,B1035.022,-,Total in Building,24
11,B1035.022,-,Caused Unsafe Placard,False
11,B1035.022,1,Number in DS,0
11,B1035.022,1,Fraction Needed,0
11,B1035.022,1,Fraction Damaged,0
11,B1035.022,2,Number in DS,0
11,B1035.022,2,Fraction Needed,0.58761144676109
11,B1035.022,2,Fraction Damaged,0
11,B1035.022,3,Number in DS,0
11,B1035.022,3,Fraction Needed,0.712129925940133
11,B1035.022,3,Fraction Damaged,0

11,B1035.032,-,Total in Building,24
11,B1035.032,-,Caused Unsafe Placard,False
11,B1035.032,1,Number in DS,0
11,B1035.032,1,Fraction Needed,0
11,B1035.032,1,Fraction Damaged,0
11,B1035.032,2,Number in DS,0
11,B1035.032,2,Fraction Needed,0.566752311936196
11,B1035.032,2,Fraction Damaged,0
11,B1035.032,3,Number in DS,0
11,B1035.032,3,Fraction Needed,0.537984828289724
11,B1035.032,3,Fraction Damaged,0

11,B2022.001,-,Total in Building,864
11,B2022.001,-,Caused Unsafe Placard,False
11,B2022.001,1,Number in DS,0
11,B2022.001,1,Fraction Needed,0
11,B2022.001,1,Fraction Damaged,0
11,B2022.001,2,Number in DS,0
11,B2022.001,2,Fraction Needed,1
11,B2022.001,2,Fraction Damaged,0

11,B3011.011,-,Total in Building,117
11,B3011.011,-,Caused Unsafe Placard,False
11,B3011.011,1,Number in DS,0
11,B3011.011,1,Fraction Needed,0
11,B3011.011,1,Fraction Damaged,0
11,B3011.011,2,Number in DS,16
11,B3011.011,2,Fraction Needed,0.769647201679746
11,B3011.011,2,Fraction Damaged,0.136752136752137


12,-,-,Has Unsafe Placard,False
12,-,-,Collapse,False
12,-,-,Residual Drift,False

12,B1031.011b,-,Total in Building,16
12,B1031.011b,-,Caused Unsafe Placard,False
12,B1031.011b,1/0,Number in DS,0
12,B1031.011b,1/0,Fraction Needed,0
12,B1031.011b,1/0,Fraction Damaged,0
12,B1031.011b,1/1,Number in DS,0
12,B1031.011b,1/1,Fraction Needed,0
12,B1031.011b,1/1,Fraction Damaged,0
12,B1031.011b,2,Number in DS,0
12,B1031.011b,2,Fraction Needed,0.144431052678891
12,B1031.011b,2,Fraction Damaged,0
12,B1031.011b,3,Number in DS,0
12,B1031.011b,3,Fraction Needed,0.0747487753591113
12,B1031.011b,3,Fraction Damaged,0

12,B1035.022,-,Total in Building,24
12,B1035.022,-,Caused Unsafe Placard,False
12,B1035.022,1,Number in DS,0
12,B1035.022,1,Fraction Needed,0
12,B1035.022,1,Fraction Damaged,0
12,B1035.022,2,Number in DS,0
12,B1035.022,2,Fraction Needed,0.533017958199997
12,B1035.022,2,Fraction Damaged,0
12,B1035.022,3,Number in DS,0
12,B1035.022,3,Fraction Needed,0.7757854182146
12,B1035.022,3,Fraction Damaged,0

12,B1035.032,-,Total in Building,24
12,B1035.032,-,Caused Unsafe Placard,False
12,B1035.032,1,Number in DS,0
12,B1035.032,1,Fraction Needed,0
12,B1035.032,1,Fraction Damaged,0
12,B1035.032,2,Number in DS,0
12,B1035.032,2,Fraction Needed,0.964597224291743
12,B1035.032,2,Fraction Damaged,0
12,B1035.032,3,Number in DS,0
12,B1035.032,3,Fraction Needed,0.795938724129996
12,B1035.032,3,Fraction Damaged,0

12,B2022.001,-,Total in Building,864
12,B2022.001,-,Caused Unsafe Placard,False
12,B2022.001,1,Number in DS,0
12,B2022.001,1,Fraction Needed,0
12,B2022.001,1,Fraction Damaged,0
12,B2022.001,2,Number in DS,0
12,B2022.001,2,Fraction Needed,1
12,B2022.001,2,Fraction Damaged,0

12,B3011.011,-,Total in Building,117
12,B3011.011,-,Caused Unsafe Placard,False
12,B3011.011,1,Number in DS,0
12,B3011.011,1,Fraction Needed,0
12,B3011.011,1,Fraction Damaged,0
12,B3011.011,2,Number in DS,0
