Each Fragility and damage state and the quantity of items damaged building wide
Analysis,Fragility,DS,Information,Real 1
4,B1033.001b,1,Fraction Damaged,0
4,B1033.001b,2,Number in DS,0
4,B1033.001b,2,Fraction Needed,0.755356265310464
4,B1033.001b,2,Fraction Damaged,0
4,B1033.001b,3,Number in DS,0
4,B1033.001b,3,Fraction Needed,0.490277239102082
4,B1033.001b,3,Fraction Damaged,0
4,B1033.001b,4,Number in DS,0
4,B1033.001b,4,Fraction Needed,0.286848202905994
4,B1033.001b,4,Fraction Damaged,0

4,B1035.022,-,Total in Building,24
4,B1035.022,-,Caused Unsafe Placard,False
4,B1035.022,1,Number in DS,0
4,B1035.022,1,Fraction Needed,0
4,B1035.022,1,Fraction Damaged,0
4,B1035.022,2,Number in DS,0
4,B1035.022,2,Fraction Needed,0.520359183942783
4,B1035.022,2,Fraction Damaged,0
4,B1035.022,3,Number in DS,0
4,B1035.022,3,Fraction Needed,0.0970300757327163
4,B1035.022,3,Fraction Damaged,0

4,B1035.032,-,Total in Building,24
4,B1035.032,-,Caused Unsafe Placard,False
4,B1035.032,1,Number in DS,0
4,B1035.032,1,Fraction Needed,0
4,B1035.032,1,Fraction Damaged,0
4,B1035.032,2,Number in DS,0
4,B1035.032,2,Fraction Needed,0.764712281762464
4,B1035.032,2,Fraction Damaged,0
4,B1035.032,3,Number in DS,0
4,B1035.032,3,Fraction Needed,0.965311173607532
4,B1035.032,3,Fraction Damaged,0

4,B2022.001,-,Total in Building,864
4,B2022.001,-,Caused Unsafe Placard,False
4,B2022.001,1,Number in DS,0
4,B2022.001,1,Fraction Needed,0
4,B2022.001,1,Fraction Damaged,0
4,B2022.001,2,Number in DS,0
4,B2022.001,2,Fraction Needed,0.406942704738866
4,B2022.001,2,Fraction Damaged,0

4,B3011.011,-,Total in Building,117
4,B3011.011,-,Caused Unsafe Placard,False
4,B3011.011,1,Number in DS,0
4,B3011.011,1,Fraction Needed,0
4,B3011.011,1,Fraction Damaged,0
4,B3011.011,2,Number in DS,1
4,B3011.011,2,Fraction Needed,0.500888476005768
4,B3011.011,2,Fraction Damaged,0.00854700854700855


5,-,-,Has Unsafe Placard,False
5,-,-,Collapse,False
5,-,-,Residual Drift,False

5,B1031.011b,-,Total in Building,16
5,B1031.011b,-,Caused Unsafe Placard,False
5,B1031.011b,1/0,Number in DS,0
5,B1031.011b,1/0,Fraction Needed,0
5,B1031.011b,1/0,Fraction Damaged,0
5,B1031.011b,1/1,Number in DS,0
5,B1031.011b,1/1,Fraction Needed,0
5,B1031.011b,1/1,Fraction Damaged,0
5,B1031.011b,2,Number in DS,0
5,B1031.011b,2,Fraction Needed,0.432953727491099
5,B1031.011b,2,Fraction Damaged,0
5,B1031.011b,3,Number in DS,0
5,B1031.011b,3,Fraction Needed,0.116548190531577
5,B1031.011b,3,Fraction Damaged,0

5,B1033.001b,-,Total in Building,12
5,B1033.001b,-,Caused Unsafe Placard,False
5,B1033.001b,1,Number in DS,0
5,B1033.001b,1,Fraction Needed,0
5,B1033.001b,1,Fraction Damaged,0
5,B1033.001b,2,Number in DS,0
5,B1033.001b,2,Fraction Needed,0.449847065457108
5,B1033.001b,2,Fraction Damaged,0
5,B1033.001b,3,Number in DS,0
5,B1033.001b,3,Fraction Needed,0.556386052073358
5,B1033.001b,3,Fraction Damaged,0
5,B1033.001b,4,Number in DS,0
5,B1033.001b,4,Fraction Needed,0.233575365290292
5,B1033.001b,4,Fraction Damaged,0

5,B1035.022,-,Total in Building,24
5,B1035.022,-,Caused Unsafe Placard,False
5,B1035.022,1,Number in DS,0
5,B1035.022,1,Fraction Needed,0
5,B1035.022,1,Fraction Damaged,0
5,B1035.022,2,Number in DS,0
5,B1035.022,2,Fraction Needed,0.561547958576553
5,B1035.022,2,Fraction Damaged,0
5,B1035.022,3,Number in DS,0
5,B1035.022,3,Fraction Needed,0.207778924877867
5,B1035.022,3,Fraction Damaged,0

5,B1035.032,-,Total in Building,24
5,B1035.032,-,Caused Unsafe Placard,False
5,B1035.032,1,Number in DS,0
5,B1035.032,1,Fraction Needed,0
5,B1035.032,1,Fraction Damaged,0
5,B1035.032,2,Number in DS,0
5,B1035.032,2,Fraction Needed,0.723223810688127
5,B1035.032,2,Fraction Damaged,0
5,B1035.032,3,Number in DS,0
5,B1035.032,3,Fraction Needed,0.734388290528678
5,B1035.032,3,Fraction Damaged,0

5,B2022.001,-,Total in Building,864
5,B2022.001,-,Caused Unsafe Placard,False
5,B2022.001,1,Number in DS,0
5,B2022.001,1,Fraction Needed,0
5,B2022.001,1,Fraction Damaged,0
5,B2022.001,2,Number in DS,0
5,B2022.001,2,Fraction Needed,1
5,B2022.001,2,Fraction Damaged,0

5,B3011.011,-,Total in Building,117
5,B3011.011,-,Caused Unsafe Placard,False
5,B3011.011,1,Number in DS,0
5,B3011.011,1,Fraction Needed,0
5,B3011.011,1,Fraction Damaged,0
5,B3011.011,2,Number in DS,16
5,B3011.011,2,Fraction Needed,0.348140331145693
5,B3011.011,2,Fraction Damaged,0.136752136752137


6,-,-,Has Unsafe Placard,False
6,-,-,Collapse,False
6,-,-,Residual Drift,False

6,B1031.011b,-,Total in Building,16
6,B1031.011b,-,Caused Unsafe Placard,False
6,B1031.011b,1/0,Number in DS,0
6,B1031.011b,1/0,Fraction Needed,0
6,B1031.011b,1/0,Fraction Damaged,0
6,B1031.011b,1/1,Number in DS,0
6,B1031.011b,1/1,Fraction Needed,0
6,B1031.011b,1/1,Fraction Damaged,0
6,B1031.011b,2,Number in DS,0
6,B1031.011b,2,Fraction Needed,0.438723639693002
6,B1031.011b,2,Fraction Damaged,0
6,B1031.011b,3,Number in DS,0
6,B1031.011b,3,Fraction Needed,0.257565557578358
6,B1031.011b,3,Fraction Damaged,0

6,B1033.001b,-,Total in Building,12
6,B1033.001b,-,Caused Unsafe Placard,False
6,B1033.001b,1,Number in DS,0
6,B1033.001b,1,Fraction Needed,0
6,B1033.001b,1,Fraction Damaged,0
6,B1033.001b,2,Number in DS,1
6,B1033.001b,2,Fraction Needed,0.531805903534949
6,B1033.001b,2,Fraction Damaged,0.0833333333333333
6,B1033.001b,3,Number in DS,0
6,B1033.001b,3,Fraction Needed,0.37943289984168
6,B1033.001b,3,Fraction Damaged,0
6,B1033.001b,4,Number in DS,0
6,B1033.001b,4,Fraction Needed,0.268153064853237
6,B1033.001b,4,Fraction Damaged,0

6,B1035.022,-,Total in Building,24
6,B1035.022,-,Caused Unsafe Placard,False
6,B1035.022,1,Number in DS,0
6,B1035.022,1,Fraction Needed,0
6,B1035.022,1,Fraction Damaged,0
6,B1035.022,2,Number in DS,0
6,B1035.022,2,Fraction Needed,0.305399122270573
6,B1035.022,2,Fraction Damaged,0
6,B1035.022,3,Number in DS,0
6,B1035.022,3,Fraction Needed,0.356318401477321
6,B1035.022,3,Fraction Damaged,0

6,B1035.032,-,Total in Building,24
6,B1035.032,-,Caused Unsafe Placard,False
6,B1035.032,1,Number in DS,0
6,B1035.032,1,Fraction Needed,0
6,B1035.032,1,Fraction Damaged,0
6,B1035.032,2,Number in DS,0
6,B1035.032,2,Fraction Needed,0.58189125879634
6,B1035.032,2,Fraction Damaged,0
6,B1035.032,3,Number in DS,0
6,B1035.032,3,Fraction Needed,0.871465389583072
6,B1035.032,3,Fraction Damaged,0

6,B2022.001,-,Total in Building,864
6,B2022.001,-,Caused Unsafe Placard,False
6,B2022.001,1,Number in DS,0
6,B2022.001,1,Fraction Needed,0
6,B2022.001,1,Fraction Damaged,0
6,B2022.001,2,Number in DS,0
6,B2022.001,2,Fraction Needed,0.636631901615681
6,B2022.001,2,Fraction Damaged,0

6,B3011.011,-,Total in Building,117
6,B3011.011,-,Caused Unsafe Placard,False
6,B3011.011,1,Number in DS,0
6,B3011.011,1,Fraction Needed,0
6,B3011.011,1,Fraction Damaged,0
6,B3011.011,2,Number in DS,28
6,B3011.011,2,Fraction Needed,0.825870799148365
6,B3011.011,2,Fraction Damaged,0.239316239316239


7,-,-,Has Unsafe Placard,False
7,-,-,Collapse,False
7,-,-,Residual Drift,False

7,B1031.011b,-,Total in Building,16
7,B1031.011b,-,Caused Unsafe Placard,False
7,B1031.011b,1/0,Number in DS,0
7,B1031.011b,1/0,Fraction Needed,0
7,B1031.011b,1/0,Fraction Damaged,0
7,B1031.011b,1/1,Number in DS,0
7,B1031.011b,1/1,Fraction Needed,0
7,B1031.011b,1/1,Fraction Damaged,0
7,B1031.011b,2,Number in DS,0
7,B1031.011b,2,Fraction Needed,0.359462075802732
7,B1031.011b,2,Fraction Damaged,0
7,B1031.011b,3,Number in DS,0
7,B1031.011b,3,Fraction Needed,0.101980635758751
7,B1031.011b,3,Fraction Damaged,0

7,B1033.001b,-,Total in Building,12
7,B1033.001b,-,Caused Unsafe Placard,False
7,B1033.001b,1,Number in DS,0
7,B1033.001b,1,Fraction Needed,0
7,B1033.001b,1,Fraction Damaged,0
7,B1033.001b,2,Number in DS,0
7,B1033.001b,2,Fraction Needed,0.673269371498651
7,B1033.001b,2,Fraction Damaged,0
7,B1033.001b,3,Number in DS,0
7,B1033.001b,3,Fraction Needed,0.15424621045452
7,B1033.001b,3,Fraction Damaged,0
7,B1033.001b,4,Number in DS,0
7,B1033.001b,4,Fraction Needed,0.286905574831204
7,B1033.001b,4,Fraction Damaged,0

7,B1035.022,-,Total in Building,24
7,B1035.022,-,Caused Unsafe Placard,False
7,B1035.022,1,Number in DS,0
7,B1035.022,1,Fraction Needed,0
7,B1035.022,1,Fraction Damaged,0
7,B1035.022,2,Number in DS,0
7,B1035.022,2,Fraction Needed,0.905907229740902
7,B1035.022,2,Fraction Damaged,0
7,B1035.022,3,Number in DS,0
7,B1035.022,3,Fraction Needed,0.438843070361216
7,B1035.022,3,Fraction Damaged,0

7,B1035.032,-,Total in Building,24
7,B1035.032,-,Caused Unsafe Placard,False
7,B1035.032,1,Number in DS,0
7,B1035.032,1,Fraction Needed,0
7,B1035.032,1,Fraction Damaged,0
7,B1035.032,2,Number in DS,0
7,B1035.032,2,Fraction Needed,0.681004265260192
7,B1035.032,2,Fraction Damaged,0
7,B1035.032,3,Number in DS,0
7,B1035.032,3,Fraction Needed,0.523989448681629
7,B1035.032,3,Fraction Damaged,0

7,B2022.001,-,Total in Building,864
7,B2022.001,-,Caused Unsafe Placard,False
7,B2022.001,1,Number in DS,0
7,B2022.001,1,Fraction Needed,0
7,B2022.001,1,Fraction Damaged,0
7,B2022.001,2,Number in DS,0
7,B2022.001,2,Fraction Needed,0.725769785009455
7,B2022.001,2,Fraction Damaged,0

7,B3011.011,-,Total in Building,117
7,B3011.011,-,Caused Unsafe Placard,False
7,B3011.011,1,Number in DS,0
7,B3011.011,1,Fraction Needed,0
7,B3011.011,1,Fraction Damaged,0
7,B3011.011,2,Number in DS,0
7,B3011.011,2,Fraction Needed,0.208029729573107
7,B3011.011,2,Fraction Damaged,0


8,-,-,Has Unsafe Placard,False
8,-,-,Collapse,False
8,-,-,Residual Drift,False

8,B1031.011b,-,Total in Building,16
8,B1031.011b,-,Caused Unsafe Placard,False
8,B1031.011b,1/0,Number in DS,0
8,B1031.011b,1/0,Fraction Needed,0
8,B1031.011b,1/0,Fraction Damaged,0
8,B1031.011b,1/1,Number in DS,0
8,B1031.011b,1/1,Fraction Needed,0
8,B1031.011b,1/1,Fraction Damaged,0
8,B1031.011b,2,Number in DS,0
8,B1031.011b,2,Fraction Needed,0.0960969707876971
8,B1031.011b,2,Fraction Damaged,0
8,B1031.011b,3,Number in DS,0
8,B1031.011b,3,Fraction Needed,0.113430094914245
8,B1031.011b,3,Fraction Damaged,0

8,B1033.001b,-,Total in Building,12
8,B1033.001b,-,Caused Unsafe Placard,False
8,B1033.001b,1,Number in DS,0
8,B1033.001b,1,Fraction Needed,0
8,B1033.001b,1,Fraction Damaged,0
8,B1033.001b,2,Number in DS,0
8,B1033.001b,2,Fraction Needed,1
8,B1033.001b,2,Fraction Damaged,0
8,B1033.001b,3,Number in DS,0
8,B1033.001b,3,Fraction Needed,0.35824461031169
8,B1033.001b,3,Fraction Damaged,0
8,B1033.001b,4,Number in DS,0
8,B1033.001b,4,Fraction Needed,0.214688853313229
8,B1033.001b,4,Fraction Damaged,0

8,B1035.022,-,Total in Building,24
8,B1035.022,-,Caused Unsafe Placard,False
8,B1035.022,1,Number in DS,0
8,B1035.022,1,Fraction Needed,0
8,B1035.022,1,Fraction Damaged,0
8,B1035.022,2,Number in DS,0
8,B1035.022,2,Fraction Needed,0.52827414863413
8,B1035.022,2,Fraction Damaged,0
8,B1035.022,3,Number in DS,0
8,B1035.022,3,Fraction Needed,0.380809654585439
8,B1035.022,3,Fraction Damaged,0

8,B1035.032,-,Total in Building,24
8,B1035.032,-,Caused Unsafe Placard,False
8,B1035.032,1,Number in DS,0
8,B1035.032,1,Fraction Needed,0
8,B1035.032,1,Fraction Damaged,0
8,B1035.032,2,Number in DS,0
8,B1035.032,2,Fraction Needed,0.581803963214145
8,B1035.032,2,Fraction Damaged,0
8,B1035.032,3,Number in DS,0
8,B1035.032,3,Fraction Needed,0.574028756484619
8,B1035.032,3,Fraction Damaged,0

8,B2022.001,-,Total in Building,864
8,B2022.001,-,Caused Unsafe Placard,False
8,B2022.001,1,Number in DS,0
8,B2022.001,1,Fraction Needed,0
8,B2022.001,1,Fraction Damaged,0
8,B2022.001,2,Number in DS,0
8,B2022.001,2,Fraction Needed,1
8,B2022.001,2,Fraction Damaged,0

8,B3011.011,-,Total in Building,117
8,B3011.011,-,Caused Unsafe Placard,False
8,B3011.011,1,Number in DS,0
8,B3011.011,1,Fraction Needed,0
8,B3011.011,1,Fraction Damaged,0
8,B3011.011,2,Number in DS,0
8,B3011.011,2,Fraction Needed,0.474580512834882
8,B3011.011,2,Fraction Damaged,0


9,-,-,Has Unsafe Placard,False
9,-,-,Collapse,False
9,-,-,Residual Drift,False

9,B1031.011b,-,Total in Building,16
9,B1031.011b,-,Caused Unsafe Placard,False
9,B1031.011b,1/0,Number in DS,0
9,B1031.011b,1/0,Fraction Needed,0
9,B1031.011b,1/0,Fraction Damaged,0
9,B1031.011b,1/1,Number in DS,0
9,B1031.011b,1/1,Fraction Needed,0
9,B1031.011b,1/1,Fraction Damaged,0
9,B1031.011b,2,Number in DS,0
9,B1031.011b,2,Fraction Needed,0.221898626690133
9,B1031.011b,2,Fraction Damaged,0
9,B1031.011b,3,Number in DS,0
9,B1031.011b,3,Fraction Needed,0.122662791063937
9,B1031.011b,3,Fraction Damaged,0

9,B1033.001b,-,Total in Building,12
9,B1033.001b,-,Caused Unsafe Placard,False
9,B1033.001b,1,Number in DS,0
9,B1033.001b,1,Fraction Needed,0
9,B1033.001b,1,Fraction Damaged,0
9,B1033.001b,2,Number in DS,0
9,B1033.001b,2,Fraction Needed,0.30336699697869
9,B1033.001b,2,Fraction Damaged,0
9,B1033.001b,3,Number in DS,0
9,B1033.001b,3,Fraction Needed,0.36576993695046
9,B1033.001b,3,Fraction Damaged,0
9,B1033.001b,4,Number in DS,0
9,B1033.001b,4,Fraction Needed,0.201637395558981
9,B1033.001b,4,Fraction Damaged,0

9,B1035.022,-,Total in Building,24
9,B1035.022,-,Caused Unsafe Placard,False
9,B1035.022,1,Number in DS,0
9,B1035.022,1,Fraction Needed,0
9,B1035.022,1,Fraction Damaged,0
9,B1035.022,2,Number in DS,0
9,B1035.022,2,Fraction Needed,0.876261398663865
9,B1035.022,2,Fraction Damaged,0
9,B1035.022,3,Number in DS,0
9,B1035.022,3,Fraction Needed,0.877274424053271
9,B1035.022,3,Fraction Damaged,0

9,B1035.032,-,Total in Building,24
9,B1035.032,-,Caused Unsafe Placard,False
9,B1035.032,1,Number in DS,0
9,B1035.032,1,Fraction Needed,0
9,B1035.032,1,Fraction Damaged,0
9,B1035.032,2,Number in DS,0
9,B1035.032,2,Fraction Needed,0.642169776446983
9,B1035.032,2,Fraction Damaged,0
9,B1035.032,3,Number in DS,0
9,B1035.032,3,Fraction Needed,0.428866455599998
9,B1035.032,3,Fraction Damaged,0

9,B2022.001,-,Total in Building,864
9,B2022.001,-,Caused Unsafe Placard,False
9,B2022.001,1,Number in DS,0
9,B2022.001,1,Fraction Needed,0
9,B2022.001,1,Fraction Damaged,0
9,B2022.001,2,Number in DS,0
9,B2022.001,2,Fraction Needed,1
9,B2022.001,2,Fraction Damaged,0

9,B3011.011,-,Total in Building,117
9,B3011.011,-,Caused Unsafe Placard,False
9,B3011.011,1,Number in DS,0
9,B3011.011,1,Fraction Needed,0
9,B3011.011,1,Fraction Damaged,0
9,B3011.011,2,Number in DS,6
9,B3011.011,2,Fraction Needed,0.337923337721945
9,B3011.011,2,Fraction Damaged,0.0512820512820513


10,-,-,Has Unsafe Placard,False
10,-,-,Collapse,False
10,-,-,Residual Drift,False

10,B1031.011b,-,Total in Building,16
10,B1031.011b,-,Caused Unsafe Placard,False
10,B1031.011b,1/0,Number in DS,0
10,B1031.011b,1/0,Fraction Needed,0
10,B1031.011b,1/0,Fraction Damaged,0
10,B1031.011b,1/1,Number in DS,0
10,B1031.011b,1/1,Fraction Needed,0
10,B1031.011b,1/1,Fraction Damaged,0
10,B1031.011b,2,Number in DS,0
10,B1031.011b,2,Fraction Needed,0.130616595922277
10,B1031.011b,2,Fraction Damaged,0
10,B1031.011b,3,Number in DS,0
10,B1031.011b,3,Fraction Needed,0.0831096350194314
10,B1031.011b,3,Fraction Damaged,0

10,B1033.001b,-,Total in Building,12
10,B1033.001b,-,Caused Unsafe Placard,False
10,B1033.001b,1,Number in DS,0
10,B1033.001b,1,Fraction Needed,0
10,B1033.001b,1,Fraction Damaged,0
10,B1033.001b,2,Number in DS,0
10,B1033.001b,2,Fraction Needed,0.700161256545798
10,B1033.001b,2,Fraction Damaged,0
10,B1033.001b,3,Number in DS,0
10,B1033.001b,3,Fraction Needed,0.663109702497927
10,B1033.001b,3,Fraction Damaged,0
10,B1033.001b,4,Number in DS,0
