Each Fragility and damage state and the quantity of items damaged building wide
Analysis,Fragility,DS,Information,Real 1,Real 2,Real 3,Real 4,Real 5,Real 6,Real 7,Real 8,Real 9,Real 10,Real 11,Real 12,Real 13,Real 14,Real 15,Real 16,Real 17,Real 18,Real 19,Real 20,Real 21,Real 22,Real 23,Real 24,Real 25,Real 26,Real 27,Real 28,Real 29,Real 30,Real 31,Real 32,Real 33,Real 34,Real 35,Real 36,Real 37,Real 38,Real 39,Real 40,Real 41,Real 42,Real 43,Real 44,Real 45,Real 46,Real 47,Real 48,Real 49,Real 50
1,B1031.001,2,Fraction Needed,0.300501926798614,0.323013728358223,0.167794180015486,0.184176442919529,0.347453080780479,0.121009404291825,0.12463831919112,0.29216943254082,0.169299158186965,0.118383365535987,0.189246639125616,0.157267732343401,0.352119203158265,0.232283837368154,0.161476681676892,0.330065830367989,0.46189975349804,0.403172502335199,0.224205678630657,0.348667238188436,0.461721699764922,0.173496778043172,0.219405930279662,0.0938957591273171,0.0928072773687905,0.586618213409393,0.147686584122133,0.0910603060670468,0.11422182635187,0.336289967433552,0.11873139716472,0.214435703158913,0.301568528644264,0.146321336482446,0.385609991525542,0.303038571700565,0.349171803276385,0.185035760746208,0.19852451935308,0.301791668264555,0.207745322157921,0.20297711154934,0.974257862374009,0.390440858226258,0.249998459064229,0.139952687493828,0.486171148433358,0.155165602047787,0.233198763905514,0.149465876283176
1,B1031.001,2,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1031.001,3,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1031.001,3,Fraction Needed,0.0229244751530897,0.129145016754593,0.0677371017661333,0.0596745480691293,0.158301260188165,0.0640899299534685,0.131219261465617,0.180236365819306,0.112159043352944,0.133494269933265,0.0752741046941395,0.14380170658894,0.087863725088818,0.0940699837400751,0.178640664862877,0.0508412111813723,0.203137423605211,0.564080829577634,0.100558572415507,0.0772700817543617,0.0745578880105632,0.0552877011619787,0.158940301900541,0.0384612246953345,0.0488465250027617,0.269458319920559,0.055751993078251,0.118011736636106,0.112856917159203,0.0886670129684227,0.0831331414071344,0.0975059274366329,0.13362260464955,0.0699992693019331,0.217777079152829,0.100251306083413,0.0957103352699323,0.126321905899786,0.144529904070315,0.081104874899029,0.0916040045173452,0.0819850002566992,0.067675630462827,0.0612864720374379,0.062096619109457,0.0765177303252683,0.170627340321628,0.0831233263897348,0.0846204651753535,0.0575000714823442
1,B1031.001,3,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1,B1033.001b,-,Total in Building,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
1,B1033.001b,-,Caused Unsafe Placard,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,B1033.001b,1,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1033.001b,1,Fraction Needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1033.001b,1,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1033.001b,2,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1033.001b,2,Fraction Needed,1,0.610525118386041,0.697317275375098,0.528761044104262,0.551621385786834,1,0.599670648438173,1,0.653136143975419,0.988780177977365,0.382501073067637,0.840121890865795,0.198797680052686,0.323498252250078,0.362345955766599,0.60216320462524,0.313546816864349,0.459389308964906,0.459573421645593,0.535422866967301,0.397881296670327,0.922074889209507,0.752103291513599,0.279496384312246,0.651819289278632,0.480039670494759,1,0.165566602860355,1,0.6817504307283,0.701725920611139,0.780962757867268,0.832008978270031,0.936482728237859,0.664844532194094,1,0.383895215763539,0.588723683000641,0.8749144932561,0.569103630119694,0.313026694570497,0.495345785468034,0.434250231183658,0.382959698058486,1,0.611228062796076,0.527740599116872,0.646458062995061,0.487688814875291,0.757956089507247
1,B1033.001b,2,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1033.001b,3,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1033.001b,3,Fraction Needed,0.344443625799378,0.579629809339922,0.449663496191459,0.585607638988192,0.251996158393105,0.759920887994133,0.465259446756347,0.536418534720146,0.945239924713513,0.488125100916775,0.238699951414732,0.281162775598551,0.616719874652148,0.514307092239883,0.40022873387748,0.250543873855147,0.595020569913188,0.378786189954273,0.374235260506492,0.56275035371324,0.292330353939338,0.497854562536802,0.512980328375985,0.455047167089178,0.629492380790032,0.394720242456112,0.65289318005796,0.20302575523212,0.277717454897907,0.395531553113931,0.790656740324233,0.263595307850269,0.393739218095799,0.344775459480567,0.606865705479838,0.252525474011666,0.361431820201128,0.311855430726059,0.262869699049696,0.157703094228371,0.26015247880453,0.377694313722576,0.262550821785268,0.262540003130746,0.189028223737627,0.900555475555448,0.1672750423731,0.262607816463472,0.503355588838493,0.219975778428818
1,B1033.001b,3,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1033.001b,4,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1033.001b,4,Fraction Needed,0.291150326447212,0.289374437342619,0.128899338614347,0.24980097456204,0.0950678323077585,0.268036763246831,0.129377665141044,0.405516042266971,0.298400642051422,0.201207908775744,0.237100069751772,0.148866794996616,0.482638960500217,0.20569156684537,0.120683883073631,0.151936285643339,0.0777930940207028,0.187628157315619,0.0946158345586788,0.191189573826778,0.253337668887339,0.33089552577336,0.159968905346475,0.317387734137738,0.398629489279027,0.402094193051368,0.142278382102397,0.119359873054719,0.105422916094828,0.243286698252884,0.205814316789085,0.295731657674087,0.121022725790073,0.11916269791172,0.329334642712376,0.29807949547515,0.277452520239094,0.243903732999404,0.158919927231181,0.119167933629119,0.158435912120155,0.306107908803096,0.424619752975284,0.217688882347542,0.286291675892823,0.15533255699497,0.0920486086511524,0.238848304714369,0.123441494500156,0.106227569406873
1,B1033.001b,4,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1,B1035.022,-,Total in Building,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
1,B1035.022,-,Caused Unsafe Placard,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,B1035.022,1,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1035.022,1,Fraction Needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1035.022,1,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1035.022,2,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1035.022,2,Fraction Needed,0.768404136215472,0.268463559907797,0.392354724677239,0.502810579050097,0.338619897572635,0.372340250012316,0.403285650802964,0.350687855758946,0.594410631680389,0.587642532222256,0.264651158804979,0.195448617993478,0.301784955743984,0.147513602951439,0.440609171300016,0.549718538787158,0.449040506141719,0.347206296156952,0.34764931559488,0.901701927917861,0.606737237875136,0.319119913211281,0.325645617179389,1,0.428551988406704,0.418462807260402,0.416473897370358,0.395607818271959,0.859597635461689,0.599099212439995,0.354275672657422,0.372733431230258,0.363125364429692,0.609636612719042,0.514991594407304,0.993784879194287,0.278052497059955,0.627628739855796,0.362644277788035,0.513364621710465,0.535909840596076,0.210711736621098,0.338214951695131,0.908848743692279,0.521086666839118,0.399951736699935,0.398937791588751,0.1951723998547,0.556357752375319,0.655576607233486
1,B1035.022,2,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1035.022,3,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1035.022,3,Fraction Needed,0.935302364084405,0.648390550967486,0.465209686619618,0.731691999909212,0.622160796034323,0.928029083508868,0.28315809063674,0.467268041127762,0.48480527492253,0.374591865217754,0.688376216169673,1,0.820142902887795,0.784417921296287,0.61636800489725,0.47465705258011,0.837391576628421,0.469631841307634,0.815724922941702,1,0.430006075464727,0.620608229501601,0.558830143911926,0.31751068602185,0.324198497717965,1,1,0.338043436842792,0.804148035820594,1,0.293610680673734,0.457341030563021,0.22494202630425,0.446621876203043,0.243181370625874,0.671733148124725,0.630373529984553,0.273905445502293,0.202462147973277,0.249651135314072,0.295576415394304,0.634545200056978,0.432110791730255,0.590113822513261,0.5717279489817,0.734202682135681,1,0.48025835067787,1,0.822640315486268
1,B1035.022,3,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1,B1035.032,-,Total in Building,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144
1,B1035.032,-,Caused Unsafe Placard,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,B1035.032,1,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1035.032,1,Fraction Needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1035.032,1,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1035.032,2,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1035.032,2,Fraction Needed,0.26607176013407,0.311086564551174,0.230937504928616,0.378210028551687,0.199356621460028,0.267321168375504,0.524304835184773,0.511656904827957,0.691340614838796,0.460121583533381,0.477809294152154,0.582149950026055,0.471231030279015,0.558942613589022,0.46329412190039,0.610231817003038,0.882609913756481,0.290296395474022,0.695185390716359,0.445553159347769,0.61060807633856,0.756344641589806,1,0.756530330232584,0.837247068500788,0.728133556038829,0.763132378493124,0.438120804383681,0.404729039068211,0.42035126395939,0.21113551510266,0.404645999536128,0.398844420715069,0.540766771053375,0.329167890162389,0.701495937467848,0.626078152988968,0.445738090531091,0.503284529420362,0.617911851920296,0.468795141568301,1,0.397244468467423,0.602861549404822,0.689951778003304,0.264324023671182,0.368781085319786,0.235796194594423,0.678357595307259,0.658979530899226
1,B1035.032,2,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1035.032,3,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1035.032,3,Fraction Needed,0.336526775733715,0.280101460833759,1,0.348410863497192,1,0.434796862492195,0.890205976044627,0.459772055751618,0.753596319539007,0.519570512994323,0.401843413938813,0.753280145895272,0.852002853600884,0.183031438796671,0.308761216839529,0.498849778405242,0.956820894598946,0.547118611854314,0.358191533894368,0.121572510170976,0.636135231659746,0.711496368701189,0.479357393512363,0.562913690002116,0.836615807571218,0.347434490052276,0.232533497426568,0.283751789518253,0.589127232000887,0.244468250884362,0.463640297480302,0.242386926163482,0.810262370311703,0.274931717009594,0.298820365662477,0.87838071422047,0.66387594023105,0.67007945956436,0.706129110653907,0.26999076081952,0.307133032920315,1,0.68228782093427,0.136605788558159,0.464614937291255,0.657196680034942,0.438957807999652,0.864294686998106,0.405435908929267,0.999721649238906
1,B1035.032,3,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1,B2022.001,-,Total in Building,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050,4050
1,B2022.001,-,Caused Unsafe Placard,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,B2022.001,1,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B2022.001,1,Fraction Needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B2022.001,1,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B2022.001,2,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B2022.001,2,Fraction Needed,0.551413922836734,1,1,1,1,0.444802983133071,1,0.635011393123011,0.653561671137353,0.521944500918927,0.512578795030983,1,0.489216506177788,0.929564600859836,0.705281391542839,0.514817701548225,1,0.658981649019871,0.594683183771184,0.999830194815605,0.90768264434079,0.823824714187883,0.736340506067511,0.328258903608077,1,1,1,0.444238626079085,0.686132234363333,0.662442123641613,1,0.540987913549477,1,0.386355096688541,1,0.8292796368818,1,0.309318724991543,1,0.841577782167601,1,1,0.636698159654152,1,0.470595947760305,0.835827127892949,1,1,1,0.600247672360474
1,B2022.001,2,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1,B3011.011,-,Total in Building,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549,549
1,B3011.011,-,Caused Unsafe Placard,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,B3011.011,1,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B3011.011,1,Fraction Needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B3011.011,1,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B3011.011,2,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B3011.011,2,Fraction Needed,0.406218396190621,0.583997347240369,0.36914899376956,0.690278411980148,0.306891246196826,0.58251032908684,0.725448101065887,0.560453906780628,0.482225226640896,0.178505414963381,0.192329665717669,0.127054450670043,0.624982379839244,0.9196173461351,0.703875018481063,0.747067871837398,1,0.570751841525439,0.552144648828199,0.313344005293286,0.374729339757417,0.300070595132124,0.309371649232247,0.593899845084608,0.465008414681742,0.599103048972033,0.578453274425911,0.586712173226764,0.646611345885515,0.857439159398601,0.351721210250622,0.633997336346836,0.892821956207975,0.159576929095571,0.325072468400037,1,0.530542287565023,0.902394578059325,0.402777796958256,0.499338925535853,0.606501901013466,1,0.723660393258336,0.636847440175504,1,0.379466755697765,0.194626927160966,0.958995730270975,0.333818310892982,0.561626294115123
1,B3011.011,2,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

1,B1031.021b,-,Total in Building,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
1,B1031.021b,-,Caused Unsafe Placard,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,B1031.021b,1/0,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1031.021b,1/0,Fraction Needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1031.021b,1/0,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1031.021b,1/1,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1031.021b,1/1,Fraction Needed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1031.021b,1/1,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1031.021b,2,Number in DS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,B1031.021b,2,Fraction Needed,0.0230074607902345,0.0246457580718054,0.0231850732226814,0.0226382932659957,0.0179419281416794,0.0154374920332515,0.0405563686132779,0.0146089723822444,0.035677396566163,0.00879733863571458,0.0124259208455159,0.0124227854716575,0.0300043255241752,0.0159287227724241,0.00840144144517351,0.0421482138164772,0.015151001981538,0.0162372260758915,0.0239705366861066,0.0356111906321715,0.00472983092049586,0.0176610900019783,0.025903379816989,0.0218693834740202,0.0147164821693016,0.0256590605467129,0.00939751557851616,0.0289503111390942,0.0257179851100434,0.0166440377421169,0.0324965234757932,0.0278902104086332,0.0269999422788227,0.0397839415463048,0.0267398144233404,0.0244502179911181,0.00861479035662831,0.0144383889804644,0.0138651981536672,0.0244158924098124,0.0179245912021546,0.0194533952664278,0.0100064547566223,0.0329175943327297,0.0235499813038503,0.0448084502703772,0.0195860419015091,0.0157915707362318,0.0253441637712918,0.021707691328231
1,B1031.021b,2,Fraction Damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0


2,-,-,Has Unsafe Placard,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,-,-,Collapse,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,-,-,Residual Drift,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False

2,B1031.001,-,Total in Building,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
