Each Fragility and damage state and the quantity of items damaged building wide
Analysis,Fragility,DS,Information,Real 1
3,B3011.011,2,Fraction Damaged,0

3,B1031.021b,-,Total in Building,40
3,B1031.021b,-,Caused Unsafe Placard,False
3,B1031.021b,1/0,Number in DS,0
3,B1031.021b,1/0,Fraction Needed,0
3,B1031.021b,1/0,Fraction Damaged,0
3,B1031.021b,1/1,Number in DS,0
3,B1031.021b,1/1,Fraction Needed,0
3,B1031.021b,1/1,Fraction Damaged,0
3,B1031.021b,2,Number in DS,0
3,B1031.021b,2,Fraction Needed,0.0271904418124966
3,B1031.021b,2,Fraction Damaged,0


4,-,-,Has Unsafe Placard,False
4,-,-,Collapse,False
4,-,-,Residual Drift,False

4,B1031.001,-,Total in Building,20
4,B1031.001,-,Caused Unsafe Placard,False
4,B1031.001,1/0,Number in DS,0
4,B1031.001,1/0,Fraction Needed,0
4,B1031.001,1/0,Fraction Damaged,0
4,B1031.001,1/1,Number in DS,0
4,B1031.001,1/1,Fraction Needed,0
4,B1031.001,1/1,Fraction Damaged,0
4,B1031.001,2,Number in DS,0
4,B1031.001,2,Fraction Needed,0.092585199406542
4,B1031.001,2,Fraction Damaged,0
4,B1031.001,3,Number in DS,0
4,B1031.001,3,Fraction Needed,0.0860395999303299
4,B1031.001,3,Fraction Damaged,0

4,B1033.001b,-,Total in Building,36
4,B1033.001b,-,Caused Unsafe Placard,False
4,B1033.001b,1,Number in DS,0
4,B1033.001b,1,Fraction Needed,0
4,B1033.001b,1,Fraction Damaged,0
4,B1033.001b,2,Number in DS,8
4,B1033.001b,2,Fraction Needed,0.474196229873492
4,B1033.001b,2,Fraction Damaged,0.222222222222222
4,B1033.001b,3,Number in DS,0
4,B1033.001b,3,Fraction Needed,0.159920975393951
4,B1033.001b,3,Fraction Damaged,0
4,B1033.001b,4,Number in DS,0
4,B1033.001b,4,Fraction Needed,0.103920713233502
4,B1033.001b,4,Fraction Damaged,0

4,B1035.022,-,Total in Building,36
4,B1035.022,-,Caused Unsafe Placard,False
4,B1035.022,1,Number in DS,0
4,B1035.022,1,Fraction Needed,0
4,B1035.022,1,Fraction Damaged,0
4,B1035.022,2,Number in DS,0
4,B1035.022,2,Fraction Needed,0.980864901521019
4,B1035.022,2,Fraction Damaged,0
4,B1035.022,3,Number in DS,0
4,B1035.022,3,Fraction Needed,0.779415486171565
4,B1035.022,3,Fraction Damaged,0

4,B1035.032,-,Total in Building,144
4,B1035.032,-,Caused Unsafe Placard,False
4,B1035.032,1,Number in DS,0
4,B1035.032,1,Fraction Needed,0
4,B1035.032,1,Fraction Damaged,0
4,B1035.032,2,Number in DS,0
4,B1035.032,2,Fraction Needed,0.809889121879995
4,B1035.032,2,Fraction Damaged,0
4,B1035.032,3,Number in DS,0
4,B1035.032,3,Fraction Needed,0.533772168912662
4,B1035.032,3,Fraction Damaged,0

4,B2022.001,-,Total in Building,4050
4,B2022.001,-,Caused Unsafe Placard,False
4,B2022.001,1,Number in DS,0
4,B2022.001,1,Fraction Needed,0
4,B2022.001,1,Fraction Damaged,0
4,B2022.001,2,Number in DS,0
4,B2022.001,2,Fraction Needed,1
4,B2022.001,2,Fraction Damaged,0

4,B3011.011,-,Total in Building,549
4,B3011.011,-,Caused Unsafe Placard,False
4,B3011.011,1,Number in DS,0
4,B3011.011,1,Fraction Needed,0
4,B3011.011,1,Fraction Damaged,0
4,B3011.011,2,Number in DS,1
4,B3011.011,2,Fraction Needed,1
4,B3011.011,2,Fraction Damaged,0.00182149362477231

4,B1031.021b,-,Total in Building,40
4,B1031.021b,-,Caused Unsafe Placard,False
4,B1031.021b,1/0,Number in DS,0
4,B1031.021b,1/0,Fraction Needed,0
4,B1031.021b,1/0,Fraction Damaged,0
4,B1031.021b,1/1,Number in DS,0
4,B1031.021b,1/1,Fraction Needed,0
4,B1031.021b,1/1,Fraction Damaged,0
4,B1031.021b,2,Number in DS,0
4,B1031.021b,2,Fraction Needed,0.0133059196470648
4,B1031.021b,2,Fraction Damaged,0


5,-,-,Has Unsafe Placard,False
5,-,-,Collapse,False
5,-,-,Residual Drift,False

5,B1031.001,-,Total in Building,20
5,B1031.001,-,Caused Unsafe Placard,False
5,B1031.001,1/0,Number in DS,0
5,B1031.001,1/0,Fraction Needed,0
5,B1031.001,1/0,Fraction Damaged,0
5,B1031.001,1/1,Number in DS,0
5,B1031.001,1/1,Fraction Needed,0
5,B1031.001,1/1,Fraction Damaged,0
5,B1031.001,2,Number in DS,0
5,B1031.001,2,Fraction Needed,0.226114150143729
5,B1031.001,2,Fraction Damaged,0
5,B1031.001,3,Number in DS,0
5,B1031.001,3,Fraction Needed,0.0818065297746244
5,B1031.001,3,Fraction Damaged,0

5,B1033.001b,-,Total in Building,36
5,B1033.001b,-,Caused Unsafe Placard,False
5,B1033.001b,1,Number in DS,0
5,B1033.001b,1,Fraction Needed,0
5,B1033.001b,1,Fraction Damaged,0
5,B1033.001b,2,Number in DS,6
5,B1033.001b,2,Fraction Needed,0.706919795834896
5,B1033.001b,2,Fraction Damaged,0.166666666666667
5,B1033.001b,3,Number in DS,0
5,B1033.001b,3,Fraction Needed,0.384915896780292
5,B1033.001b,3,Fraction Damaged,0
5,B1033.001b,4,Number in DS,0
5,B1033.001b,4,Fraction Needed,0.112673439908091
5,B1033.001b,4,Fraction Damaged,0

5,B1035.022,-,Total in Building,36
5,B1035.022,-,Caused Unsafe Placard,False
5,B1035.022,1,Number in DS,0
5,B1035.022,1,Fraction Needed,0
5,B1035.022,1,Fraction Damaged,0
5,B1035.022,2,Number in DS,0
5,B1035.022,2,Fraction Needed,0.393871677025493
5,B1035.022,2,Fraction Damaged,0
5,B1035.022,3,Number in DS,0
5,B1035.022,3,Fraction Needed,0.750181303936842
5,B1035.022,3,Fraction Damaged,0

5,B1035.032,-,Total in Building,144
5,B1035.032,-,Caused Unsafe Placard,False
5,B1035.032,1,Number in DS,0
5,B1035.032,1,Fraction Needed,0
5,B1035.032,1,Fraction Damaged,0
5,B1035.032,2,Number in DS,0
5,B1035.032,2,Fraction Needed,0.757803317048964
5,B1035.032,2,Fraction Damaged,0
5,B1035.032,3,Number in DS,0
5,B1035.032,3,Fraction Needed,0.63911222402354
5,B1035.032,3,Fraction Damaged,0

5,B2022.001,-,Total in Building,4050
5,B2022.001,-,Caused Unsafe Placard,False
5,B2022.001,1,Number in DS,0
5,B2022.001,1,Fraction Needed,0
5,B2022.001,1,Fraction Damaged,0
5,B2022.001,2,Number in DS,0
5,B2022.001,2,Fraction Needed,0.939129052184681
5,B2022.001,2,Fraction Damaged,0

5,B3011.011,-,Total in Building,549
5,B3011.011,-,Caused Unsafe Placard,False
5,B3011.011,1,Number in DS,0
5,B3011.011,1,Fraction Needed,0
5,B3011.011,1,Fraction Damaged,0
5,B3011.011,2,Number in DS,10
5,B3011.011,2,Fraction Needed,0.668094711488302
5,B3011.011,2,Fraction Damaged,0.0182149362477231

5,B1031.021b,-,Total in Building,40
5,B1031.021b,-,Caused Unsafe Placard,False
5,B1031.021b,1/0,Number in DS,0
5,B1031.021b,1/0,Fraction Needed,0
5,B1031.021b,1/0,Fraction Damaged,0
5,B1031.021b,1/1,Number in DS,0
5,B1031.021b,1/1,Fraction Needed,0
5,B1031.021b,1/1,Fraction Damaged,0
5,B1031.021b,2,Number in DS,0
5,B1031.021b,2,Fraction Needed,0.0317609076399338
5,B1031.021b,2,Fraction Damaged,0


6,-,-,Has Unsafe Placard,False
6,-,-,Collapse,False
6,-,-,Residual Drift,False

6,B1031.001,-,Total in Building,20
6,B1031.001,-,Caused Unsafe Placard,False
6,B1031.001,1/0,Number in DS,0
6,B1031.001,1/0,Fraction Needed,0
6,B1031.001,1/0,Fraction Damaged,0
6,B1031.001,1/1,Number in DS,0
6,B1031.001,1/1,Fraction Needed,0
6,B1031.001,1/1,Fraction Damaged,0
6,B1031.001,2,Number in DS,0
6,B1031.001,2,Fraction Needed,0.239803239654815
6,B1031.001,2,Fraction Damaged,0
6,B1031.001,3,Number in DS,0
6,B1031.001,3,Fraction Needed,0.151687338813419
6,B1031.001,3,Fraction Damaged,0

6,B1033.001b,-,Total in Building,36
6,B1033.001b,-,Caused Unsafe Placard,False
6,B1033.001b,1,Number in DS,0
6,B1033.001b,1,Fraction Needed,0
6,B1033.001b,1,Fraction Damaged,0
6,B1033.001b,2,Number in DS,16
6,B1033.001b,2,Fraction Needed,1
6,B1033.001b,2,Fraction Damaged,0.444444444444444
6,B1033.001b,3,Number in DS,4
6,B1033.001b,3,Fraction Needed,0.782385370182552
6,B1033.001b,3,Fraction Damaged,0.111111111111111
6,B1033.001b,4,Number in DS,0
6,B1033.001b,4,Fraction Needed,0.113494010387319
6,B1033.001b,4,Fraction Damaged,0

6,B1035.022,-,Total in Building,36
6,B1035.022,-,Caused Unsafe Placard,False
6,B1035.022,1,Number in DS,0
6,B1035.022,1,Fraction Needed,0
6,B1035.022,1,Fraction Damaged,0
6,B1035.022,2,Number in DS,0
6,B1035.022,2,Fraction Needed,0.466725459657637
6,B1035.022,2,Fraction Damaged,0
6,B1035.022,3,Number in DS,0
6,B1035.022,3,Fraction Needed,0.635771792583223
6,B1035.022,3,Fraction Damaged,0

6,B1035.032,-,Total in Building,144
6,B1035.032,-,Caused Unsafe Placard,False
6,B1035.032,1,Number in DS,0
6,B1035.032,1,Fraction Needed,0
6,B1035.032,1,Fraction Damaged,0
6,B1035.032,2,Number in DS,0
6,B1035.032,2,Fraction Needed,0.270903683270259
6,B1035.032,2,Fraction Damaged,0
6,B1035.032,3,Number in DS,0
6,B1035.032,3,Fraction Needed,0.699111928590125
6,B1035.032,3,Fraction Damaged,0

6,B2022.001,-,Total in Building,4050
6,B2022.001,-,Caused Unsafe Placard,False
6,B2022.001,1,Number in DS,0
6,B2022.001,1,Fraction Needed,0
6,B2022.001,1,Fraction Damaged,0
6,B2022.001,2,Number in DS,0
6,B2022.001,2,Fraction Needed,0.488468770743162
6,B2022.001,2,Fraction Damaged,0

6,B3011.011,-,Total in Building,549
6,B3011.011,-,Caused Unsafe Placard,False
6,B3011.011,1,Number in DS,0
6,B3011.011,1,Fraction Needed,0
6,B3011.011,1,Fraction Damaged,0
6,B3011.011,2,Number in DS,196
6,B3011.011,2,Fraction Needed,0.791795825743799
6,B3011.011,2,Fraction Damaged,0.357012750455373

6,B1031.021b,-,Total in Building,40
6,B1031.021b,-,Caused Unsafe Placard,False
6,B1031.021b,1/0,Number in DS,0
6,B1031.021b,1/0,Fraction Needed,0
6,B1031.021b,1/0,Fraction Damaged,0
6,B1031.021b,1/1,Number in DS,0
6,B1031.021b,1/1,Fraction Needed,0
6,B1031.021b,1/1,Fraction Damaged,0
6,B1031.021b,2,Number in DS,0
6,B1031.021b,2,Fraction Needed,0.00811233830592319
6,B1031.021b,2,Fraction Damaged,0


7,-,-,Has Unsafe Placard,False
7,-,-,Collapse,False
7,-,-,Residual Drift,False

7,B1031.001,-,Total in Building,20
7,B1031.001,-,Caused Unsafe Placard,False
7,B1031.001,1/0,Number in DS,0
7,B1031.001,1/0,Fraction Needed,0
7,B1031.001,1/0,Fraction Damaged,0
7,B1031.001,1/1,Number in DS,0
7,B1031.001,1/1,Fraction Needed,0
7,B1031.001,1/1,Fraction Damaged,0
7,B1031.001,2,Number in DS,0
7,B1031.001,2,Fraction Needed,0.332259378083159
7,B1031.001,2,Fraction Damaged,0
7,B1031.001,3,Number in DS,0
7,B1031.001,3,Fraction Needed,0.0498924644696648
7,B1031.001,3,Fraction Damaged,0

7,B1033.001b,-,Total in Building,36
7,B1033.001b,-,Caused Unsafe Placard,False
7,B1033.001b,1,Number in DS,0
7,B1033.001b,1,Fraction Needed,0
7,B1033.001b,1,Fraction Damaged,0
7,B1033.001b,2,Number in DS,1
7,B1033.001b,2,Fraction Needed,1
7,B1033.001b,2,Fraction Damaged,0.0277777777777778
7,B1033.001b,3,Number in DS,0
7,B1033.001b,3,Fraction Needed,0.586108727112488
7,B1033.001b,3,Fraction Damaged,0
7,B1033.001b,4,Number in DS,0
7,B1033.001b,4,Fraction Needed,0.189243089267882
7,B1033.001b,4,Fraction Damaged,0

7,B1035.022,-,Total in Building,36
7,B1035.022,-,Caused Unsafe Placard,False
7,B1035.022,1,Number in DS,0
7,B1035.022,1,Fraction Needed,0
7,B1035.022,1,Fraction Damaged,0
7,B1035.022,2,Number in DS,0
7,B1035.022,2,Fraction Needed,0.455981061420356
7,B1035.022,2,Fraction Damaged,0
7,B1035.022,3,Number in DS,0
7,B1035.022,3,Fraction Needed,0.466873026213236
7,B1035.022,3,Fraction Damaged,0

7,B1035.032,-,Total in Building,144
7,B1035.032,-,Caused Unsafe Placard,False
7,B1035.032,1,Number in DS,0
7,B1035.032,1,Fraction Needed,0
7,B1035.032,1,Fraction Damaged,0
7,B1035.032,2,Number in DS,0
7,B1035.032,2,Fraction Needed,0.116118612075803
7,B1035.032,2,Fraction Damaged,0
7,B1035.032,3,Number in DS,0
7,B1035.032,3,Fraction Needed,0.456982121847547
7,B1035.032,3,Fraction Damaged,0

7,B2022.001,-,Total in Building,4050
7,B2022.001,-,Caused Unsafe Placard,False
7,B2022.001,1,Number in DS,0
7,B2022.001,1,Fraction Needed,0
7,B2022.001,1,Fraction Damaged,0
7,B2022.001,2,Number in DS,0
7,B2022.001,2,Fraction Needed,1
7,B2022.001,2,Fraction Damaged,0

7,B3011.011,-,Total in Building,549
7,B3011.011,-,Caused Unsafe Placard,False
7,B3011.011,1,Number in DS,0
7,B3011.011,1,Fraction Needed,0
7,B3011.011,1,Fraction Damaged,0
7,B3011.011,2,Number in DS,0
7,B3011.011,2,Fraction Needed,0.246210734585411
7,B3011.011,2,Fraction Damaged,0

7,B1031.021b,-,Total in Building,40
7,B1031.021b,-,Caused Unsafe Placard,False
7,B1031.021b,1/0,Number in DS,0
7,B1031.021b,1/0,Fraction Needed,0
7,B1031.021b,1/0,Fraction Damaged,0
7,B1031.021b,1/1,Number in DS,0
7,B1031.021b,1/1,Fraction Needed,0
7,B1031.021b,1/1,Fraction Damaged,0
7,B1031.021b,2,Number in DS,0
7,B1031.021b,2,Fraction Needed,0.0151303649120141
7,B1031.021b,2,Fraction Damaged,0


8,-,-,Has Unsafe Placard,False
8,-,-,Collapse,False
8,-,-,Residual Drift,False

8,B1031.001,-,Total in Building,20
8,B1031.001,-,Caused Unsafe Placard,False
8,B1031.001,1/0,Number in DS,0
8,B1031.001,1/0,Fraction Needed,0
8,B1031.001,1/0,Fraction Damaged,0
8,B1031.001,1/1,Number in DS,0
8,B1031.001,1/1,Fraction Needed,0
8,B1031.001,1/1,Fraction Damaged,0
8,B1031.001,2,Number in DS,0
8,B1031.001,2,Fraction Needed,0.261191804592601
8,B1031.001,2,Fraction Damaged,0
8,B1031.001,3,Number in DS,0
8,B1031.001,3,Fraction Needed,0.163800410688139
8,B1031.001,3,Fraction Damaged,0

8,B1033.001b,-,Total in Building,36
8,B1033.001b,-,Caused Unsafe Placard,False
8,B1033.001b,1,Number in DS,0
8,B1033.001b,1,Fraction Needed,0
8,B1033.001b,1,Fraction Damaged,0
8,B1033.001b,2,Number in DS,1
8,B1033.001b,2,Fraction Needed,0.376329170915279
8,B1033.001b,2,Fraction Damaged,0.0277777777777778
8,B1033.001b,3,Number in DS,0
8,B1033.001b,3,Fraction Needed,0.920517451385355
8,B1033.001b,3,Fraction Damaged,0
8,B1033.001b,4,Number in DS,0
8,B1033.001b,4,Fraction Needed,0.18320533480266
8,B1033.001b,4,Fraction Damaged,0

8,B1035.022,-,Total in Building,36
8,B1035.022,-,Caused Unsafe Placard,False
8,B1035.022,1,Number in DS,0
8,B1035.022,1,Fraction Needed,0
8,B1035.022,1,Fraction Damaged,0
8,B1035.022,2,Number in DS,0
8,B1035.022,2,Fraction Needed,0.515471254088357
8,B1035.022,2,Fraction Damaged,0
8,B1035.022,3,Number in DS,0
8,B1035.022,3,Fraction Needed,0.679667345495013
8,B1035.022,3,Fraction Damaged,0

8,B1035.032,-,Total in Building,144
8,B1035.032,-,Caused Unsafe Placard,False
8,B1035.032,1,Number in DS,0
8,B1035.032,1,Fraction Needed,0
8,B1035.032,1,Fraction Damaged,0
8,B1035.032,2,Number in DS,0
8,B1035.032,2,Fraction Needed,0.765523314912786
8,B1035.032,2,Fraction Damaged,0
8,B1035.032,3,Number in DS,0
8,B1035.032,3,Fraction Needed,1
8,B1035.032,3,Fraction Damaged,0

8,B2022.001,-,Total in Building,4050
8,B2022.001,-,Caused Unsafe Placard,False
8,B2022.001,1,Number in DS,0
8,B2022.001,1,Fraction Needed,0
8,B2022.001,1,Fraction Damaged,0
8,B2022.001,2,Number in DS,0
8,B2022.001,2,Fraction Needed,0.447133039498158
8,B2022.001,2,Fraction Damaged,0

8,B3011.011,-,Total in Building,549
8,B3011.011,-,Caused Unsafe Placard,False
8,B3011.011,1,Number in DS,0
8,B3011.011,1,Fraction Needed,0
8,B3011.011,1,Fraction Damaged,0
8,B3011.011,2,Number in DS,0
8,B3011.011,2,Fraction Needed,0.737491396120422
8,B3011.011,2,Fraction Damaged,0

8,B1031.021b,-,Total in Building,40
8,B1031.021b,-,Caused Unsafe Placard,False
8,B1031.021b,1/0,Number in DS,0
8,B1031.021b,1/0,Fraction Needed,0
8,B1031.021b,1/0,Fraction Damaged,0
8,B1031.021b,1/1,Number in DS,0
8,B1031.021b,1/1,Fraction Needed,0
8,B1031.021b,1/1,Fraction Damaged,0
8,B1031.021b,2,Number in DS,0
8,B1031.021b,2,Fraction Needed,0.0145976801656088
8,B1031.021b,2,Fraction Damaged,0


9,-,-,Has Unsafe Placard,False
9,-,-,Collapse,False
9,-,-,Residual Drift,False

9,B1031.001,-,Total in Building,20
9,B1031.001,-,Caused Unsafe Placard,False
9,B1031.001,1/0,Number in DS,0
9,B1031.001,1/0,Fraction Needed,0
9,B1031.001,1/0,Fraction Damaged,0
9,B1031.001,1/1,Number in DS,0
